Cod Material;Tombamento;SiglaLotacao;Lotação;Sigla de usuário com carga pessoal;Nome de usuário com carga pessoal;Descrição;Núm. série;Marca;Modelo;Autor;Editora;Edicao;Forn Razao Social;Forn Nome Fantasia;Orgao Ext. Entrada;Cód. estrutural;Tipo Entrada;NumDocumento;Valor de aquisição;Valor de reavaliação;Valor Atualizado;Classificação SIAFI;Descr Siafi;Situação;Observação;Data de aquisição;Data de reavaliação;Data de atualização;Dt Term Garantia;Dta Ult. Movimentacao;Dta Baixa;Tipo Termo;Num.Termo;Órgão Externo;Processo Adm.;Estado Conservação;Ano/mês da última atualização;Data estimada do término da licença
"51039";"1290004637";"2aAUD2aCJM";"2a AUDITORIA DA 2a CJM";"";"";"MONITOR DE VÍDEO LCD FULL HD, TELA DE 21,5 POLEGADAS, DIAGONAL: 54,6CM, ASPECTO DA TELA: 16:9, TEMPO DE RESPOSTAS: 8 MS, RESOLUÇÃO: 1920 x 1080 (FULL HD), BRILHO: 250 CD/M²; CONTRASTES: 1.000:1 (ESTÁTICO) e 5.000.000:1 (DINÂMICO); ÂNGULOS DE VISÃO (HxV): 178°x178°, NÚMERO DE CORES: 16,7 MILHÕES, CONECTORES: 1 (UM) DVI-D, 1 (UM) DISPLAY PORT, 1 (UM) AC, 1 (UM) VGA (D-SUB), TENSÃO: 100-240V, FREQUÊNCIA: 50/60HZ, CORRENTE: 1.0A, MODELO: 22MP55Y-B (V225hz), MARCA: ""HP"". (GARANTIA: 48 (QUARENTA E OITO) MESES ""ON SITE"" A CONTAR DE 28/12/2017).";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54453";"650,00";"";"65,00";"12311.02.01";"EQUIP DE TECNOLOG DA INFOR E COMUNICACAO/TIC";"ATIVO";"MIGRAÇÃO";"02/01/2018";"";"02/02/2026";"";"02/01/2018 00:00:00";"";"";"";"";"";"";"202301";"N/A"
"51039";"1290004638";"2aAUD2aCJM";"2a AUDITORIA DA 2a CJM";"";"";"MONITOR DE VÍDEO LCD FULL HD, TELA DE 21,5 POLEGADAS, DIAGONAL: 54,6CM, ASPECTO DA TELA: 16:9, TEMPO DE RESPOSTAS: 8 MS, RESOLUÇÃO: 1920 x 1080 (FULL HD), BRILHO: 250 CD/M²; CONTRASTES: 1.000:1 (ESTÁTICO) e 5.000.000:1 (DINÂMICO); ÂNGULOS DE VISÃO (HxV): 178°x178°, NÚMERO DE CORES: 16,7 MILHÕES, CONECTORES: 1 (UM) DVI-D, 1 (UM) DISPLAY PORT, 1 (UM) AC, 1 (UM) VGA (D-SUB), TENSÃO: 100-240V, FREQUÊNCIA: 50/60HZ, CORRENTE: 1.0A, MODELO: 22MP55Y-B (V225hz), MARCA: ""HP"". (GARANTIA: 48 (QUARENTA E OITO) MESES ""ON SITE"" A CONTAR DE 28/12/2017).";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54454";"650,00";"";"65,00";"12311.02.01";"EQUIP DE TECNOLOG DA INFOR E COMUNICACAO/TIC";"ATIVO";"MIGRAÇÃO";"02/01/2018";"";"02/02/2026";"";"02/01/2018 00:00:00";"";"";"";"";"";"";"202301";"N/A"
"51039";"1290004639";"2aAUD2aCJM";"2a AUDITORIA DA 2a CJM";"";"";"MONITOR DE VÍDEO LCD FULL HD, TELA DE 21,5 POLEGADAS, DIAGONAL: 54,6CM, ASPECTO DA TELA: 16:9, TEMPO DE RESPOSTAS: 8 MS, RESOLUÇÃO: 1920 x 1080 (FULL HD), BRILHO: 250 CD/M²; CONTRASTES: 1.000:1 (ESTÁTICO) e 5.000.000:1 (DINÂMICO); ÂNGULOS DE VISÃO (HxV): 178°x178°, NÚMERO DE CORES: 16,7 MILHÕES, CONECTORES: 1 (UM) DVI-D, 1 (UM) DISPLAY PORT, 1 (UM) AC, 1 (UM) VGA (D-SUB), TENSÃO: 100-240V, FREQUÊNCIA: 50/60HZ, CORRENTE: 1.0A, MODELO: 22MP55Y-B (V225hz), MARCA: ""HP"". (GARANTIA: 48 (QUARENTA E OITO) MESES ""ON SITE"" A CONTAR DE 28/12/2017).";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54455";"650,00";"";"65,00";"12311.02.01";"EQUIP DE TECNOLOG DA INFOR E COMUNICACAO/TIC";"ATIVO";"MIGRAÇÃO";"02/01/2018";"";"02/02/2026";"";"02/01/2018 00:00:00";"";"";"";"";"";"";"202301";"N/A"
"58176";"1290004833";"2aAUD2aCJM";"2a AUDITORIA DA 2a CJM";"";"";"ARRANJO DE FOLHAGEM ARTIFICIAL EM VASO DE VIDRO";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54498";"92,15";"";"92,15";"12311.99.10";"MATERIAL DE USO DURADOURO";"ATIVO";"MIGRAÇÃO";"19/01/2018";"";"02/02/2026";"";"19/01/2018 00:00:00";"";"";"";"";"";"";"201801";"N/A"
"58176";"1290004834";"2aAUD2aCJM";"2a AUDITORIA DA 2a CJM";"";"";"ARRANJO DE FOLHAGEM ARTIFICIAL EM VASO DE VIDRO";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54499";"92,15";"";"92,15";"12311.99.10";"MATERIAL DE USO DURADOURO";"ATIVO";"MIGRAÇÃO";"19/01/2018";"";"02/02/2026";"";"19/01/2018 00:00:00";"";"";"";"";"";"";"201801";"N/A"
"58176";"1290004835";"2aAUD2aCJM";"2a AUDITORIA DA 2a CJM";"";"";"ARRANJO DE FOLHAGEM ARTIFICIAL EM VASO DE VIDRO";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54500";"92,15";"";"92,15";"12311.99.10";"MATERIAL DE USO DURADOURO";"ATIVO";"MIGRAÇÃO";"19/01/2018";"";"02/02/2026";"";"19/01/2018 00:00:00";"";"";"";"";"";"";"201801";"N/A"
"58176";"1290004836";"2aAUD2aCJM";"2a AUDITORIA DA 2a CJM";"";"";"ARRANJO DE FOLHAGEM ARTIFICIAL EM VASO DE VIDRO";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54501";"92,15";"";"92,15";"12311.99.10";"MATERIAL DE USO DURADOURO";"ATIVO";"MIGRAÇÃO";"19/01/2018";"";"02/02/2026";"";"19/01/2018 00:00:00";"";"";"";"";"";"";"201801";"N/A"
"58176";"1290004837";"2aAUD2aCJM";"2a AUDITORIA DA 2a CJM";"";"";"ARRANJO DE FOLHAGEM ARTIFICIAL EM VASO DE VIDRO";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54502";"92,15";"";"92,15";"12311.99.10";"MATERIAL DE USO DURADOURO";"ATIVO";"MIGRAÇÃO";"19/01/2018";"";"02/02/2026";"";"19/01/2018 00:00:00";"";"";"";"";"";"";"201801";"N/A"
"58177";"1290004838";"2aAUD2aCJM";"2a AUDITORIA DA 2a CJM";"";"";"ARRANJO DE MESA ARTIFICIAL";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54503";"181,67";"";"181,67";"12311.99.10";"MATERIAL DE USO DURADOURO";"ATIVO";"MIGRAÇÃO";"19/01/2018";"";"02/02/2026";"";"19/01/2018 00:00:00";"";"";"";"";"";"";"201801";"N/A"
"58178";"1290004839";"2aAUD2aCJM";"2a AUDITORIA DA 2a CJM";"";"";"ARRANJO DE FOLHAGEM ARTIFICIAL";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54504";"213,11";"";"213,11";"12311.99.10";"MATERIAL DE USO DURADOURO";"ATIVO";"MIGRAÇÃO";"19/01/2018";"";"02/02/2026";"";"19/01/2018 00:00:00";"";"";"";"";"";"";"201801";"N/A"
"58179";"1290004840";"2aAUD2aCJM";"2a AUDITORIA DA 2a CJM";"";"";"PALMEIRA ARTIFICIAL KENTIA";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54505";"1.188,00";"";"1.188,00";"12311.99.10";"MATERIAL DE USO DURADOURO";"ATIVO";"MIGRAÇÃO";"19/01/2018";"";"02/02/2026";"";"19/01/2018 00:00:00";"";"";"";"";"";"";"201801";"N/A"
"58179";"1290004841";"2aAUD2aCJM";"2a AUDITORIA DA 2a CJM";"";"";"PALMEIRA ARTIFICIAL KENTIA";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54506";"1.188,00";"";"1.188,00";"12311.99.10";"MATERIAL DE USO DURADOURO";"ATIVO";"MIGRAÇÃO";"19/01/2018";"";"02/02/2026";"";"19/01/2018 00:00:00";"";"";"";"";"";"";"201801";"N/A"
"58180";"1290004842";"2aAUD2aCJM";"2a AUDITORIA DA 2a CJM";"";"";"PALMEIRA ARTIFICIAL RAPHIS";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54507";"1.282,00";"";"1.282,00";"12311.99.10";"MATERIAL DE USO DURADOURO";"ATIVO";"MIGRAÇÃO";"19/01/2018";"";"02/02/2026";"";"19/01/2018 00:00:00";"";"";"";"";"";"";"201801";"N/A"
"58181";"1290004843";"2aAUD2aCJM";"2a AUDITORIA DA 2a CJM";"";"";"PALMEIRA ARTIFICIAL COLINA";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54508";"850,00";"";"850,00";"12311.99.10";"MATERIAL DE USO DURADOURO";"ATIVO";"MIGRAÇÃO";"19/01/2018";"";"02/02/2026";"";"19/01/2018 00:00:00";"";"";"";"";"";"";"201801";"N/A"
"50980";"1290004640";"DIRF2aCJM";"DIRETORIA DO FORO DA 2a CJM";"";"";"MICROCOMPUTADOR COM TECLADO E MOUSE, GABINETE TIPO DESKTOP MINI BUSINESS, PLACA DE VÍDEO INTEL HD GRAPHICS 630 INTEGRADA, PROCESSADOR INTEL CORE i5-7500T, CACHÊ DE 6MB, MEMÓRIA DDR4 (3,3 GHZ); HD: SSDD 500GB SATA 6,0Gb/s, 5400 RPM, 8GB HÍBRIDO; CHIPSET INTEL Q270, SISTEMA OPERACIONAL WINDOWS 10 Pro; INTERFACES: TRASEISA: 4 USB, 2 HDMI, 1 VGA, 1 RJ-45 E 1 ETHERNET; FRONTAL: 1 MICRO USB, 2 USB, 1 FONE DE OUVIDO E 1 HEADSET; TECLADO USB PADRÃO ABNT2, MOUSE USB ÓPTICO, INPUT/ENTRADA: 19.5Vdc, CORRENTE: 3.33A, MODELO: EliteDesk 800 G3 Mini 35W, MARCA: ""HP"". (GARANTIA: 48 (QUARENTA E OITO) MESES ""ON SITE"" A CONTAR DE 28/12/2017).";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54456";"3.250,00";"";"325,00";"12311.02.01";"EQUIP DE TECNOLOG DA INFOR E COMUNICACAO/TIC";"ATIVO";"MIGRAÇÃO";"02/01/2018";"";"02/02/2026";"";"02/01/2018 00:00:00";"";"";"";"";"";"";"202301";"N/A"
"50980";"1290004641";"DIRF2aCJM";"DIRETORIA DO FORO DA 2a CJM";"";"";"MICROCOMPUTADOR COM TECLADO E MOUSE, GABINETE TIPO DESKTOP MINI BUSINESS, PLACA DE VÍDEO INTEL HD GRAPHICS 630 INTEGRADA, PROCESSADOR INTEL CORE i5-7500T, CACHÊ DE 6MB, MEMÓRIA DDR4 (3,3 GHZ); HD: SSDD 500GB SATA 6,0Gb/s, 5400 RPM, 8GB HÍBRIDO; CHIPSET INTEL Q270, SISTEMA OPERACIONAL WINDOWS 10 Pro; INTERFACES: TRASEISA: 4 USB, 2 HDMI, 1 VGA, 1 RJ-45 E 1 ETHERNET; FRONTAL: 1 MICRO USB, 2 USB, 1 FONE DE OUVIDO E 1 HEADSET; TECLADO USB PADRÃO ABNT2, MOUSE USB ÓPTICO, INPUT/ENTRADA: 19.5Vdc, CORRENTE: 3.33A, MODELO: EliteDesk 800 G3 Mini 35W, MARCA: ""HP"". (GARANTIA: 48 (QUARENTA E OITO) MESES ""ON SITE"" A CONTAR DE 28/12/2017).";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54457";"3.250,00";"";"325,00";"12311.02.01";"EQUIP DE TECNOLOG DA INFOR E COMUNICACAO/TIC";"ATIVO";"MIGRAÇÃO";"02/01/2018";"";"02/02/2026";"";"02/01/2018 00:00:00";"";"";"";"";"";"";"202301";"N/A"
"50980";"1290004642";"DIRF2aCJM";"DIRETORIA DO FORO DA 2a CJM";"";"";"MICROCOMPUTADOR COM TECLADO E MOUSE, GABINETE TIPO DESKTOP MINI BUSINESS, PLACA DE VÍDEO INTEL HD GRAPHICS 630 INTEGRADA, PROCESSADOR INTEL CORE i5-7500T, CACHÊ DE 6MB, MEMÓRIA DDR4 (3,3 GHZ); HD: SSDD 500GB SATA 6,0Gb/s, 5400 RPM, 8GB HÍBRIDO; CHIPSET INTEL Q270, SISTEMA OPERACIONAL WINDOWS 10 Pro; INTERFACES: TRASEISA: 4 USB, 2 HDMI, 1 VGA, 1 RJ-45 E 1 ETHERNET; FRONTAL: 1 MICRO USB, 2 USB, 1 FONE DE OUVIDO E 1 HEADSET; TECLADO USB PADRÃO ABNT2, MOUSE USB ÓPTICO, INPUT/ENTRADA: 19.5Vdc, CORRENTE: 3.33A, MODELO: EliteDesk 800 G3 Mini 35W, MARCA: ""HP"". (GARANTIA: 48 (QUARENTA E OITO) MESES ""ON SITE"" A CONTAR DE 28/12/2017).";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54458";"3.250,00";"";"325,00";"12311.02.01";"EQUIP DE TECNOLOG DA INFOR E COMUNICACAO/TIC";"ATIVO";"MIGRAÇÃO";"02/01/2018";"";"02/02/2026";"";"02/01/2018 00:00:00";"";"";"";"";"";"";"202301";"N/A"
"50980";"1290004643";"DIRF2aCJM";"DIRETORIA DO FORO DA 2a CJM";"";"";"MICROCOMPUTADOR COM TECLADO E MOUSE, GABINETE TIPO DESKTOP MINI BUSINESS, PLACA DE VÍDEO INTEL HD GRAPHICS 630 INTEGRADA, PROCESSADOR INTEL CORE i5-7500T, CACHÊ DE 6MB, MEMÓRIA DDR4 (3,3 GHZ); HD: SSDD 500GB SATA 6,0Gb/s, 5400 RPM, 8GB HÍBRIDO; CHIPSET INTEL Q270, SISTEMA OPERACIONAL WINDOWS 10 Pro; INTERFACES: TRASEISA: 4 USB, 2 HDMI, 1 VGA, 1 RJ-45 E 1 ETHERNET; FRONTAL: 1 MICRO USB, 2 USB, 1 FONE DE OUVIDO E 1 HEADSET; TECLADO USB PADRÃO ABNT2, MOUSE USB ÓPTICO, INPUT/ENTRADA: 19.5Vdc, CORRENTE: 3.33A, MODELO: EliteDesk 800 G3 Mini 35W, MARCA: ""HP"". (GARANTIA: 48 (QUARENTA E OITO) MESES ""ON SITE"" A CONTAR DE 28/12/2017).";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54459";"3.250,00";"";"325,00";"12311.02.01";"EQUIP DE TECNOLOG DA INFOR E COMUNICACAO/TIC";"ATIVO";"MIGRAÇÃO";"02/01/2018";"";"02/02/2026";"";"02/01/2018 00:00:00";"";"";"";"";"";"";"202301";"N/A"
"50980";"1290004644";"DIRF2aCJM";"DIRETORIA DO FORO DA 2a CJM";"";"";"MICROCOMPUTADOR COM TECLADO E MOUSE, GABINETE TIPO DESKTOP MINI BUSINESS, PLACA DE VÍDEO INTEL HD GRAPHICS 630 INTEGRADA, PROCESSADOR INTEL CORE i5-7500T, CACHÊ DE 6MB, MEMÓRIA DDR4 (3,3 GHZ); HD: SSDD 500GB SATA 6,0Gb/s, 5400 RPM, 8GB HÍBRIDO; CHIPSET INTEL Q270, SISTEMA OPERACIONAL WINDOWS 10 Pro; INTERFACES: TRASEISA: 4 USB, 2 HDMI, 1 VGA, 1 RJ-45 E 1 ETHERNET; FRONTAL: 1 MICRO USB, 2 USB, 1 FONE DE OUVIDO E 1 HEADSET; TECLADO USB PADRÃO ABNT2, MOUSE USB ÓPTICO, INPUT/ENTRADA: 19.5Vdc, CORRENTE: 3.33A, MODELO: EliteDesk 800 G3 Mini 35W, MARCA: ""HP"". (GARANTIA: 48 (QUARENTA E OITO) MESES ""ON SITE"" A CONTAR DE 28/12/2017).";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54460";"3.250,00";"";"325,00";"12311.02.01";"EQUIP DE TECNOLOG DA INFOR E COMUNICACAO/TIC";"ATIVO";"MIGRAÇÃO";"02/01/2018";"";"02/02/2026";"";"02/01/2018 00:00:00";"";"";"";"";"";"";"202301";"N/A"
"50980";"1290004645";"DIRF2aCJM";"DIRETORIA DO FORO DA 2a CJM";"";"";"MICROCOMPUTADOR COM TECLADO E MOUSE, GABINETE TIPO DESKTOP MINI BUSINESS, PLACA DE VÍDEO INTEL HD GRAPHICS 630 INTEGRADA, PROCESSADOR INTEL CORE i5-7500T, CACHÊ DE 6MB, MEMÓRIA DDR4 (3,3 GHZ); HD: SSDD 500GB SATA 6,0Gb/s, 5400 RPM, 8GB HÍBRIDO; CHIPSET INTEL Q270, SISTEMA OPERACIONAL WINDOWS 10 Pro; INTERFACES: TRASEISA: 4 USB, 2 HDMI, 1 VGA, 1 RJ-45 E 1 ETHERNET; FRONTAL: 1 MICRO USB, 2 USB, 1 FONE DE OUVIDO E 1 HEADSET; TECLADO USB PADRÃO ABNT2, MOUSE USB ÓPTICO, INPUT/ENTRADA: 19.5Vdc, CORRENTE: 3.33A, MODELO: EliteDesk 800 G3 Mini 35W, MARCA: ""HP"". (GARANTIA: 48 (QUARENTA E OITO) MESES ""ON SITE"" A CONTAR DE 28/12/2017).";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54461";"3.250,00";"";"325,00";"12311.02.01";"EQUIP DE TECNOLOG DA INFOR E COMUNICACAO/TIC";"ATIVO";"MIGRAÇÃO";"02/01/2018";"";"02/02/2026";"";"02/01/2018 00:00:00";"";"";"";"";"";"";"202301";"N/A"
"50980";"1290004646";"DIRF2aCJM";"DIRETORIA DO FORO DA 2a CJM";"";"";"MICROCOMPUTADOR COM TECLADO E MOUSE, GABINETE TIPO DESKTOP MINI BUSINESS, PLACA DE VÍDEO INTEL HD GRAPHICS 630 INTEGRADA, PROCESSADOR INTEL CORE i5-7500T, CACHÊ DE 6MB, MEMÓRIA DDR4 (3,3 GHZ); HD: SSDD 500GB SATA 6,0Gb/s, 5400 RPM, 8GB HÍBRIDO; CHIPSET INTEL Q270, SISTEMA OPERACIONAL WINDOWS 10 Pro; INTERFACES: TRASEISA: 4 USB, 2 HDMI, 1 VGA, 1 RJ-45 E 1 ETHERNET; FRONTAL: 1 MICRO USB, 2 USB, 1 FONE DE OUVIDO E 1 HEADSET; TECLADO USB PADRÃO ABNT2, MOUSE USB ÓPTICO, INPUT/ENTRADA: 19.5Vdc, CORRENTE: 3.33A, MODELO: EliteDesk 800 G3 Mini 35W, MARCA: ""HP"". (GARANTIA: 48 (QUARENTA E OITO) MESES ""ON SITE"" A CONTAR DE 28/12/2017).";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54462";"3.250,00";"";"325,00";"12311.02.01";"EQUIP DE TECNOLOG DA INFOR E COMUNICACAO/TIC";"ATIVO";"MIGRAÇÃO";"02/01/2018";"";"02/02/2026";"";"02/01/2018 00:00:00";"";"";"";"";"";"";"202301";"N/A"
"50980";"1290004647";"DIRF2aCJM";"DIRETORIA DO FORO DA 2a CJM";"";"";"MICROCOMPUTADOR COM TECLADO E MOUSE, GABINETE TIPO DESKTOP MINI BUSINESS, PLACA DE VÍDEO INTEL HD GRAPHICS 630 INTEGRADA, PROCESSADOR INTEL CORE i5-7500T, CACHÊ DE 6MB, MEMÓRIA DDR4 (3,3 GHZ); HD: SSDD 500GB SATA 6,0Gb/s, 5400 RPM, 8GB HÍBRIDO; CHIPSET INTEL Q270, SISTEMA OPERACIONAL WINDOWS 10 Pro; INTERFACES: TRASEISA: 4 USB, 2 HDMI, 1 VGA, 1 RJ-45 E 1 ETHERNET; FRONTAL: 1 MICRO USB, 2 USB, 1 FONE DE OUVIDO E 1 HEADSET; TECLADO USB PADRÃO ABNT2, MOUSE USB ÓPTICO, INPUT/ENTRADA: 19.5Vdc, CORRENTE: 3.33A, MODELO: EliteDesk 800 G3 Mini 35W, MARCA: ""HP"". (GARANTIA: 48 (QUARENTA E OITO) MESES ""ON SITE"" A CONTAR DE 28/12/2017).";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54463";"3.250,00";"";"325,00";"12311.02.01";"EQUIP DE TECNOLOG DA INFOR E COMUNICACAO/TIC";"ATIVO";"MIGRAÇÃO";"02/01/2018";"";"02/02/2026";"";"02/01/2018 00:00:00";"";"";"";"";"";"";"202301";"N/A"
"50980";"1290004648";"DIRF2aCJM";"DIRETORIA DO FORO DA 2a CJM";"";"";"MICROCOMPUTADOR COM TECLADO E MOUSE, GABINETE TIPO DESKTOP MINI BUSINESS, PLACA DE VÍDEO INTEL HD GRAPHICS 630 INTEGRADA, PROCESSADOR INTEL CORE i5-7500T, CACHÊ DE 6MB, MEMÓRIA DDR4 (3,3 GHZ); HD: SSDD 500GB SATA 6,0Gb/s, 5400 RPM, 8GB HÍBRIDO; CHIPSET INTEL Q270, SISTEMA OPERACIONAL WINDOWS 10 Pro; INTERFACES: TRASEISA: 4 USB, 2 HDMI, 1 VGA, 1 RJ-45 E 1 ETHERNET; FRONTAL: 1 MICRO USB, 2 USB, 1 FONE DE OUVIDO E 1 HEADSET; TECLADO USB PADRÃO ABNT2, MOUSE USB ÓPTICO, INPUT/ENTRADA: 19.5Vdc, CORRENTE: 3.33A, MODELO: EliteDesk 800 G3 Mini 35W, MARCA: ""HP"". (GARANTIA: 48 (QUARENTA E OITO) MESES ""ON SITE"" A CONTAR DE 28/12/2017).";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54464";"3.250,00";"";"325,00";"12311.02.01";"EQUIP DE TECNOLOG DA INFOR E COMUNICACAO/TIC";"ATIVO";"MIGRAÇÃO";"02/01/2018";"";"02/02/2026";"";"02/01/2018 00:00:00";"";"";"";"";"";"";"202301";"N/A"
"50980";"1290004649";"DIRF2aCJM";"DIRETORIA DO FORO DA 2a CJM";"";"";"MICROCOMPUTADOR COM TECLADO E MOUSE, GABINETE TIPO DESKTOP MINI BUSINESS, PLACA DE VÍDEO INTEL HD GRAPHICS 630 INTEGRADA, PROCESSADOR INTEL CORE i5-7500T, CACHÊ DE 6MB, MEMÓRIA DDR4 (3,3 GHZ); HD: SSDD 500GB SATA 6,0Gb/s, 5400 RPM, 8GB HÍBRIDO; CHIPSET INTEL Q270, SISTEMA OPERACIONAL WINDOWS 10 Pro; INTERFACES: TRASEISA: 4 USB, 2 HDMI, 1 VGA, 1 RJ-45 E 1 ETHERNET; FRONTAL: 1 MICRO USB, 2 USB, 1 FONE DE OUVIDO E 1 HEADSET; TECLADO USB PADRÃO ABNT2, MOUSE USB ÓPTICO, INPUT/ENTRADA: 19.5Vdc, CORRENTE: 3.33A, MODELO: EliteDesk 800 G3 Mini 35W, MARCA: ""HP"". (GARANTIA: 48 (QUARENTA E OITO) MESES ""ON SITE"" A CONTAR DE 28/12/2017).";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54465";"3.250,00";"";"325,00";"12311.02.01";"EQUIP DE TECNOLOG DA INFOR E COMUNICACAO/TIC";"ATIVO";"MIGRAÇÃO";"02/01/2018";"";"02/02/2026";"";"02/01/2018 00:00:00";"";"";"";"";"";"";"202301";"N/A"
"50980";"1290004650";"DIRF2aCJM";"DIRETORIA DO FORO DA 2a CJM";"";"";"MICROCOMPUTADOR COM TECLADO E MOUSE, GABINETE TIPO DESKTOP MINI BUSINESS, PLACA DE VÍDEO INTEL HD GRAPHICS 630 INTEGRADA, PROCESSADOR INTEL CORE i5-7500T, CACHÊ DE 6MB, MEMÓRIA DDR4 (3,3 GHZ); HD: SSDD 500GB SATA 6,0Gb/s, 5400 RPM, 8GB HÍBRIDO; CHIPSET INTEL Q270, SISTEMA OPERACIONAL WINDOWS 10 Pro; INTERFACES: TRASEISA: 4 USB, 2 HDMI, 1 VGA, 1 RJ-45 E 1 ETHERNET; FRONTAL: 1 MICRO USB, 2 USB, 1 FONE DE OUVIDO E 1 HEADSET; TECLADO USB PADRÃO ABNT2, MOUSE USB ÓPTICO, INPUT/ENTRADA: 19.5Vdc, CORRENTE: 3.33A, MODELO: EliteDesk 800 G3 Mini 35W, MARCA: ""HP"". (GARANTIA: 48 (QUARENTA E OITO) MESES ""ON SITE"" A CONTAR DE 28/12/2017).";"";"";"";"";"";"";"FORNECEDOR NÃO ENCONTRADO NA MIGRAÇÃO DO LICIMAP";"";"";"2000000";"Termo";"54466";"3.250,00";"";"325,00";"12311.02.01";"EQUIP DE TECNOLOG DA INFOR E COMUNICACAO/TIC";"ATIVO";"MIGRAÇÃO";"02/01/2018";"";"02/02/2026";"";"02/01/2018 00:00:00";"";"";"";"";"";"";"202301";"N/A"
